icd10,icd10_3,title,chapter_number,chapter_title,block_title
"V742","V74","Bus occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V743","V74","Bus occupant injured in collision with heavy transport vehicle or bus: Unspecified bus occupant injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V744","V74","Bus occupant injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V745","V74","Bus occupant injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V746","V74","Bus occupant injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V747","V74","Bus occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V749","V74","Bus occupant injured in collision with heavy transport vehicle or bus: Unspecified bus occupant injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V75","V75","Bus occupant injured in collision with railway train or railway vehicle",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V750","V75","Bus occupant injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V751","V75","Bus occupant injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V752","V75","Bus occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V753","V75","Bus occupant injured in collision with railway train or railway vehicle: Unspecified bus occupant injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V754","V75","Bus occupant injured in collision with railway train or railway vehicle: Person injured while boarding or alighting",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V755","V75","Bus occupant injured in collision with railway train or railway vehicle: Driver injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V756","V75","Bus occupant injured in collision with railway train or railway vehicle: Passenger injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V757","V75","Bus occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V759","V75","Bus occupant injured in collision with railway train or railway vehicle: Unspecified bus occupant injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V76","V76","Bus occupant injured in collision with other nonmotor vehicle",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V760","V76","Bus occupant injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V761","V76","Bus occupant injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V762","V76","Bus occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V763","V76","Bus occupant injured in collision with other nonmotor vehicle: Unspecified bus occupant injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V764","V76","Bus occupant injured in collision with other nonmotor vehicle: Person injured while boarding or alighting",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V765","V76","Bus occupant injured in collision with other nonmotor vehicle: Driver injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V766","V76","Bus occupant injured in collision with other nonmotor vehicle: Passenger injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V767","V76","Bus occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V769","V76","Bus occupant injured in collision with other nonmotor vehicle: Unspecified bus occupant injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V77","V77","Bus occupant injured in collision with fixed or stationary object",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V770","V77","Bus occupant injured in collision with fixed or stationary object: Driver injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V771","V77","Bus occupant injured in collision with fixed or stationary object: Passenger injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V772","V77","Bus occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V773","V77","Bus occupant injured in collision with fixed or stationary object: Unspecified bus occupant injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V774","V77","Bus occupant injured in collision with fixed or stationary object: Person injured while boarding or alighting",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V775","V77","Bus occupant injured in collision with fixed or stationary object: Driver injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V776","V77","Bus occupant injured in collision with fixed or stationary object: Passenger injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V777","V77","Bus occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V779","V77","Bus occupant injured in collision with fixed or stationary object: Unspecified bus occupant injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V78","V78","Bus occupant injured in noncollision transport accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V780","V78","Bus occupant injured in noncollision transport accident: Driver injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V781","V78","Bus occupant injured in noncollision transport accident: Passenger injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V782","V78","Bus occupant injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V783","V78","Bus occupant injured in noncollision transport accident: Unspecified bus occupant injured in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V784","V78","Bus occupant injured in noncollision transport accident: Person injured while boarding or alighting",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V785","V78","Bus occupant injured in noncollision transport accident: Driver injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V786","V78","Bus occupant injured in noncollision transport accident: Passenger injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V787","V78","Bus occupant injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V789","V78","Bus occupant injured in noncollision transport accident: Unspecified bus occupant injured in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V79","V79","Bus occupant injured in other and unspecified transport accidents",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V790","V79","Driver injured in collision with other and unspecified motor vehicles in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V791","V79","Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V792","V79","Unspecified bus occupant injured in collision with other and unspecified motor vehicles in nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V793","V79","Bus occupant [any] injured in unspecified nontraffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V794","V79","Driver injured in collision with other and unspecified motor vehicles in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V795","V79","Passenger injured in collision with other and unspecified motor vehicles in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V796","V79","Unspecified bus occupant injured in collision with other and unspecified motor vehicles in traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V798","V79","Bus occupant [any] injured in other specified transport accidents",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V799","V79","Bus occupant [any] injured in unspecified traffic accident",20,"External causes of morbidity and mortality","Bus occupant injured in transport accident"
"V80","V80","Animal-rider or occupant of animal-drawn vehicle injured in transport accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V800","V80","Rider or occupant injured by fall from or being thrown from animal or animal-drawn vehicle in noncollision accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V801","V80","Rider or occupant injured in collision with pedestrian or animal",20,"External causes of morbidity and mortality","Other land transport accidents"
"V802","V80","Rider or occupant injured in collision with pedal cycle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V803","V80","Rider or occupant injured in collision with two- or three-wheeled motor vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V804","V80","Rider or occupant injured in collision with car, pick-up truck, van, heavy transport vehicle or bus",20,"External causes of morbidity and mortality","Other land transport accidents"
"V805","V80","Rider or occupant injured in collision with other specified motor vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V806","V80","Rider or occupant injured in collision with railway train or railway vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V807","V80","Rider or occupant injured in collision with other nonmotor vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V808","V80","Rider or occupant injured in collision with fixed or stationary object",20,"External causes of morbidity and mortality","Other land transport accidents"
"V809","V80","Rider or occupant injured in other and unspecified transport accidents",20,"External causes of morbidity and mortality","Other land transport accidents"
"V81","V81","Occupant of railway train or railway vehicle injured in transport accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V810","V81","Occupant of railway train or railway vehicle injured in collision with motor vehicle in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V811","V81","Occupant of railway train or railway vehicle injured in collision with motor vehicle in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V812","V81","Occupant of railway train or railway vehicle injured in collision with or hit by rolling stock",20,"External causes of morbidity and mortality","Other land transport accidents"
"V813","V81","Occupant of railway train or railway vehicle injured in collision with other object",20,"External causes of morbidity and mortality","Other land transport accidents"
"V814","V81","Person injured while boarding or alighting from railway train or railway vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V815","V81","Occupant of railway train or railway vehicle injured by fall in railway train or railway vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V816","V81","Occupant of railway train or railway vehicle injured by fall from railway train or railway vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V817","V81","Occupant of railway train or railway vehicle injured in derailment without antecedent collision",20,"External causes of morbidity and mortality","Other land transport accidents"
"V818","V81","Occupant of railway train or railway vehicle injured in other specified railway accidents",20,"External causes of morbidity and mortality","Other land transport accidents"
"V819","V81","Occupant of railway train or railway vehicle injured in unspecified railway accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V82","V82","Occupant of streetcar injured in transport accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V820","V82","Occupant of streetcar injured in collision with motor vehicle in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V821","V82","Occupant of streetcar injured in collision with motor vehicle in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V822","V82","Occupant of streetcar injured in collision with or hit by rolling stock",20,"External causes of morbidity and mortality","Other land transport accidents"
"V823","V82","Occupant of streetcar injured in collision with other object",20,"External causes of morbidity and mortality","Other land transport accidents"
"V824","V82","Person injured while boarding or alighting from streetcar",20,"External causes of morbidity and mortality","Other land transport accidents"
"V825","V82","Occupant of streetcar injured by fall in streetcar",20,"External causes of morbidity and mortality","Other land transport accidents"
"V826","V82","Occupant of streetcar injured by fall from streetcar",20,"External causes of morbidity and mortality","Other land transport accidents"
"V827","V82","Occupant of streetcar injured in derailment without antecedent collision",20,"External causes of morbidity and mortality","Other land transport accidents"
"V828","V82","Occupant of streetcar injured in other specified transport accidents",20,"External causes of morbidity and mortality","Other land transport accidents"
"V829","V82","Occupant of streetcar injured in unspecified traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V83","V83","Occupant of special vehicle mainly used on industrial premises injured in transport accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V830","V83","Driver of special industrial vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V831","V83","Passenger of special industrial vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V832","V83","Person on outside of special industrial vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V833","V83","Unspecified occupant of special industrial vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V834","V83","Person injured while boarding or alighting from special industrial vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V835","V83","Driver of special industrial vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V836","V83","Passenger of special industrial vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V837","V83","Person on outside of special industrial vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V839","V83","Unspecified occupant of special industrial vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V84","V84","Occupant of special vehicle mainly used in agriculture injured in transport accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V840","V84","Driver of special agricultural vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V841","V84","Passenger of special agricultural vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V842","V84","Person on outside of special agricultural vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V843","V84","Unspecified occupant of special agricultural vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V844","V84","Person injured while boarding or alighting from special agricultural vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V845","V84","Driver of special agricultural vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V846","V84","Passenger of special agricultural vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V847","V84","Person on outside of special agricultural vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V849","V84","Unspecified occupant of special agricultural vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V85","V85","Occupant of special construction vehicle injured in transport accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V850","V85","Driver of special construction vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V851","V85","Passenger of special construction vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V852","V85","Person on outside of special construction vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V853","V85","Unspecified occupant of special construction vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V854","V85","Person injured while boarding or alighting from special construction vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V855","V85","Driver of special construction vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V856","V85","Passenger of special construction vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V857","V85","Person on outside of special construction vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V859","V85","Unspecified occupant of special construction vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V86","V86","Occupant of special all-terrain or other motor vehicle designed primarily for off-road use, injured in transport accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V860","V86","Driver of all-terrain or other off-road motor vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V861","V86","Passenger of all-terrain or other off-road motor vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V862","V86","Person on outside of all-terrain or other off-road motor vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V863","V86","Unspecified occupant of all-terrain or other off-road motor vehicle injured in traffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V864","V86","Person injured while boarding or alighting from all-terrain or other off-road motor vehicle",20,"External causes of morbidity and mortality","Other land transport accidents"
"V865","V86","Driver of all-terrain or other off-road motor vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V866","V86","Passenger of all-terrain or other off-road motor vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V867","V86","Person on outside of all-terrain or other off-road motor vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V869","V86","Unspecified occupant of all-terrain or other off-road motor vehicle injured in nontraffic accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V87","V87","Traffic accident of specified type but victim's mode of transport unknown",20,"External causes of morbidity and mortality","Other land transport accidents"
"V870","V87","Person injured in collision between car and two- or three-wheeled motor vehicle (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V871","V87","Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V872","V87","Person injured in collision between car and pick-up truck or van (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V873","V87","Person injured in collision between car and bus (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V874","V87","Person injured in collision between car and heavy transport vehicle (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V875","V87","Person injured in collision between heavy transport vehicle and bus (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V876","V87","Person injured in collision between railway train or railway vehicle and car (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V877","V87","Person injured in collision between other specified motor vehicles (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V878","V87","Person injured in other specified noncollision transport accidents involving motor vehicle (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V879","V87","Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle (traffic)",20,"External causes of morbidity and mortality","Other land transport accidents"
"V88","V88","Nontraffic accident of specified type but victim's mode of transport unknown",20,"External causes of morbidity and mortality","Other land transport accidents"
"V880","V88","Person injured in collision between car and two- or three-wheeled motor vehicle, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V881","V88","Person injured in collision between other motor vehicle and two- or three-wheeled motor vehicle, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V882","V88","Person injured in collision between car and pick-up truck or van, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V883","V88","Person injured in collision between car and bus, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V884","V88","Person injured in collision between car and heavy transport vehicle, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V885","V88","Person injured in collision between heavy transport vehicle and bus, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V886","V88","Person injured in collision between railway train or railway vehicle and car, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V887","V88","Person injured in collision between other specified motor vehicles, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V888","V88","Person injured in other specified noncollision transport accidents involving motor vehicle, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V889","V88","Person injured in other specified (collision)(noncollision) transport accidents involving nonmotor vehicle, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V89","V89","Motor- or nonmotor-vehicle accident, type of vehicle unspecified",20,"External causes of morbidity and mortality","Other land transport accidents"
"V890","V89","Person injured in unspecified motor-vehicle accident, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V891","V89","Person injured in unspecified nonmotor-vehicle accident, nontraffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V892","V89","Person injured in unspecified motor-vehicle accident, traffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V893","V89","Person injured in unspecified nonmotor-vehicle accident, traffic",20,"External causes of morbidity and mortality","Other land transport accidents"
"V899","V89","Person injured in unspecified vehicle accident",20,"External causes of morbidity and mortality","Other land transport accidents"
"V90","V90","Accident to watercraft causing drowning and submersion",20,"External causes of morbidity and mortality","Water transport accidents"
"V900","V90","Accident to watercraft causing drowning and submersion: Merchant ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V901","V90","Accident to watercraft causing drowning and submersion: Passenger ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V902","V90","Accident to watercraft causing drowning and submersion: Fishing boat",20,"External causes of morbidity and mortality","Water transport accidents"
"V903","V90","Accident to watercraft causing drowning and submersion: Other powered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V904","V90","Accident to watercraft causing drowning and submersion: Sailboat",20,"External causes of morbidity and mortality","Water transport accidents"
"V905","V90","Accident to watercraft causing drowning and submersion: Canoe or kayak",20,"External causes of morbidity and mortality","Water transport accidents"
"V906","V90","Accident to watercraft causing drowning and submersion: Inflatable craft (nonpowered)",20,"External causes of morbidity and mortality","Water transport accidents"
"V907","V90","Accident to watercraft causing drowning and submersion: Water-skis",20,"External causes of morbidity and mortality","Water transport accidents"
"V908","V90","Accident to watercraft causing drowning and submersion: Other unpowered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V909","V90","Accident to watercraft causing drowning and submersion: Unspecified watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V91","V91","Accident to watercraft causing other injury",20,"External causes of morbidity and mortality","Water transport accidents"
"V910","V91","Accident to watercraft causing other injury: Merchant ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V911","V91","Accident to watercraft causing other injury: Passenger ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V912","V91","Accident to watercraft causing other injury: Fishing boat",20,"External causes of morbidity and mortality","Water transport accidents"
"V913","V91","Accident to watercraft causing other injury: Other powered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V914","V91","Accident to watercraft causing other injury: Sailboat",20,"External causes of morbidity and mortality","Water transport accidents"
"V915","V91","Accident to watercraft causing other injury: Canoe or kayak",20,"External causes of morbidity and mortality","Water transport accidents"
"V916","V91","Accident to watercraft causing other injury: Inflatable craft (nonpowered)",20,"External causes of morbidity and mortality","Water transport accidents"
"V917","V91","Accident to watercraft causing other injury: Water-skis",20,"External causes of morbidity and mortality","Water transport accidents"
"V918","V91","Accident to watercraft causing other injury: Other unpowered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V919","V91","Accident to watercraft causing other injury: Unspecified watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V92","V92","Water-transport-related drowning and submersion without accident to watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V920","V92","Water-transport-related drowning and submersion without accident to watercraft: Merchant ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V921","V92","Water-transport-related drowning and submersion without accident to watercraft: Passenger ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V922","V92","Water-transport-related drowning and submersion without accident to watercraft: Fishing boat",20,"External causes of morbidity and mortality","Water transport accidents"
"V923","V92","Water-transport-related drowning and submersion without accident to watercraft: Other powered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V924","V92","Water-transport-related drowning and submersion without accident to watercraft: Sailboat",20,"External causes of morbidity and mortality","Water transport accidents"
"V925","V92","Water-transport-related drowning and submersion without accident to watercraft: Canoe or kayak",20,"External causes of morbidity and mortality","Water transport accidents"
"V926","V92","Water-transport-related drowning and submersion without accident to watercraft: Inflatable craft (nonpowered)",20,"External causes of morbidity and mortality","Water transport accidents"
"V927","V92","Water-transport-related drowning and submersion without accident to watercraft: Water-skis",20,"External causes of morbidity and mortality","Water transport accidents"
"V928","V92","Water-transport-related drowning and submersion without accident to watercraft: Other unpowered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V929","V92","Water-transport-related drowning and submersion without accident to watercraft: Unspecified watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V93","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion",20,"External causes of morbidity and mortality","Water transport accidents"
"V930","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Merchant ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V931","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Passenger ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V932","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Fishing boat",20,"External causes of morbidity and mortality","Water transport accidents"
"V933","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Other powered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V934","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Sailboat",20,"External causes of morbidity and mortality","Water transport accidents"
"V935","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Canoe or kayak",20,"External causes of morbidity and mortality","Water transport accidents"
"V936","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Inflatable craft (nonpowered)",20,"External causes of morbidity and mortality","Water transport accidents"
"V937","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Water-skis",20,"External causes of morbidity and mortality","Water transport accidents"
"V938","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Other unpowered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V939","V93","Accident on board watercraft without accident to watercraft, not causing drowning and submersion: Unspecified watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V94","V94","Other and unspecified water transport accidents",20,"External causes of morbidity and mortality","Water transport accidents"
"V940","V94","Other and unspecified water transport accidents: Merchant ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V941","V94","Other and unspecified water transport accidents: Passenger ship",20,"External causes of morbidity and mortality","Water transport accidents"
"V942","V94","Other and unspecified water transport accidents: Fishing boat",20,"External causes of morbidity and mortality","Water transport accidents"
"V943","V94","Other and unspecified water transport accidents: Other powered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V944","V94","Other and unspecified water transport accidents: Sailboat",20,"External causes of morbidity and mortality","Water transport accidents"
"V945","V94","Other and unspecified water transport accidents: Canoe or kayak",20,"External causes of morbidity and mortality","Water transport accidents"
"V946","V94","Other and unspecified water transport accidents: Inflatable craft (nonpowered)",20,"External causes of morbidity and mortality","Water transport accidents"
"V947","V94","Other and unspecified water transport accidents: Water-skis",20,"External causes of morbidity and mortality","Water transport accidents"
"V948","V94","Other and unspecified water transport accidents: Other unpowered watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V949","V94","Other and unspecified water transport accidents: Unspecified watercraft",20,"External causes of morbidity and mortality","Water transport accidents"
"V95","V95","Accident to powered aircraft causing injury to occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V950","V95","Helicopter accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V951","V95","Ultralight, microlight or powered-glider accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V952","V95","Accident to other private fixed-wing aircraft, injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V953","V95","Accident to commercial fixed-wing aircraft, injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V954","V95","Spacecraft accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V958","V95","Other aircraft accidents injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V959","V95","Unspecified aircraft accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V96","V96","Accident to nonpowered aircraft causing injury to occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
"V960","V96","Balloon accident injuring occupant",20,"External causes of morbidity and mortality","Air and space transport accidents"
